datahora,pme_0,pme_1,pme_2,pme_3,pme_4,pme_5,pme_6,pme_7,pme_8,pme_9,pme_10,pme_11,pme_12,pme_13,pme_14,pme_15,pme_16,pme_17,pme_18,pme_19,pme_20,pme_21,pme_22,pme_23,pme_24,pme_25,pme_26,pme_27,pme_28,pme_29,pme_30,pme_31,pme_32,pme_33,pme_34,pme_35,pme_36,pme_37,pme_38,pme_39,pme_40,pme_41,pme_42,pme_43,pme_44,pme_45,pme_46,pme_47,pme_48,pme_49,pme_50,etp
2021-08-31 18:00:00+00:00,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.000,1.819
2021-09-01 00:00:00+00:00,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.136
2021-09-01 06:00:00+00:00,0.003,0.004,0.002,0.002,0.004,0.005,0.005,0.002,0.000,0.007,0.001,0.001,0.001,0.002,0.004,0.003,0.001,0.001,0.002,0.003,0.001,0.005,0.001,0.004,0.002,0.007,0.002,0.007,0.005,0.002,0.002,0.003,0.002,0.004,0.004,0.004,0.006,0.001,0.002,0.004,0.004,0.003,0.005,0.001,0.003,0.001,0.008,0.003,0.003,0.010,0.001,0.137
2021-09-01 12:00:00+00:00,0.002,0.002,0.000,0.003,0.001,0.002,0.005,0.003,0.003,0.007,0.003,0.006,0.001,0.000,0.006,0.004,0.003,0.002,0.002,0.006,0.006,0.003,0.005,0.004,0.006,0.000,0.006,0.002,0.001,0.003,0.002,0.000,0.007,0.011,0.003,0.002,0.004,0.001,0.002,0.006,0.005,0.003,0.001,0.003,0.000,0.003,0.002,0.001,0.004,0.004,0.003,1.524
2021-09-01 18:00:00+00:00,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.002,0.000,0.002,0.000,0.001,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.002,0.000,0.002,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,2.183
2021-09-02 00:00:00+00:00,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.132
2021-09-02 06:00:00+00:00,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.003,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.059
2021-09-02 12:00:00+00:00,0.007,0.004,0.004,0.012,0.004,0.005,0.004,0.002,0.008,0.008,0.002,0.001,0.006,0.015,0.008,0.004,0.001,0.011,0.002,0.017,0.007,0.005,0.002,0.005,0.002,0.025,0.003,0.013,0.026,0.003,0.003,0.011,0.003,0.002,0.003,0.004,0.004,0.015,0.023,0.007,0.005,0.008,0.007,0.003,0.006,0.002,0.008,0.003,0.007,0.007,0.003,1.773
2021-09-02 18:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.602
2021-09-03 00:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.163
