datahora,sac_0,sac_1,sac_2,sac_3,sac_4,sac_5,sac_6,sac_7,sac_8,sac_9,sac_10,sac_11,sac_12,sac_13,sac_14,sac_15,sac_16,sac_17,sac_18,sac_19,sac_20,sac_21,sac_22,sac_23,sac_24,sac_25,sac_26,sac_27,sac_28,sac_29,sac_30,sac_31,sac_32,sac_33,sac_34,sac_35,sac_36,sac_37,sac_38,sac_39,sac_40,sac_41,sac_42,sac_43,sac_44,sac_45,sac_46,sac_47,sac_48,sac_49,sac_50,Qmed,Q25,Q75,Qmax,Qmin
2021-08-27 18:00:00+00:00,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649,15.649
2021-08-28 00:00:00+00:00,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404,15.404
2021-08-28 06:00:00+00:00,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159,15.159
2021-08-28 12:00:00+00:00,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149,15.149
2021-08-28 18:00:00+00:00,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312
2021-08-29 00:00:00+00:00,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326,15.326
2021-08-29 06:00:00+00:00,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237,15.237
2021-08-29 12:00:00+00:00,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105,15.105
2021-08-29 18:00:00+00:00,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971,14.971
2021-08-30 00:00:00+00:00,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822,14.822
2021-08-30 06:00:00+00:00,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648,14.648
2021-08-30 12:00:00+00:00,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471,14.471
2021-08-30 18:00:00+00:00,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329,14.329
2021-08-31 00:00:00+00:00,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223,14.223
2021-08-31 06:00:00+00:00,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087,14.087
